question,query
Retrieve the customer details for people who purchased the Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
I need the information on customers who bought a Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
Can you list out all the customers who have bought the Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
show me the customer associated with the bike Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
customer associated with the bike Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
give me the customer who is associated with the bike Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
Can you list out all the customers who have bought the Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
show me the customer associated with the bike Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
customer associated with the bike Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
give me the customer who is associated with the bike Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
list me the customer associated with bike Xpusle 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
list me the customer associated with bike Pulsar NS 200,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar NS 200';"
tell me the customer associtaed with the bike Pulsar NS 200,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar NS 200';"
who is the customer associated with the bike Pulsar NS 200,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar NS 200';"
show me the customer associated with the bike Shine 125,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Shine 125';"
customer associated with the bike Shine 125,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Shine 125';"
give me the customer who is associated with the bike Shine 125,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Shine 125';"
list me the customer associated with bike Shine 125,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Shine 125';"
tell me the customer associtaed with the bike Shine 125,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Shine 125';"
who is the customer associated with the bike Shine 125,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Shine 125';"
show me the customer associated with the bike Dominar 400,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Dominar 400';"
customer associated with the bike Dominar 400,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Dominar 400';"
give me the customer who is associated with the bike Dominar 400,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Dominar 400';"
list me the customer associated with bike Dominar 400,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Dominar 400';"
tell me the customer associtaed with the bike Dominar 400,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Dominar 400';"
who is the customer associated with the bike Dominar 400,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Dominar 400';"
show me the customer associated with the bike Pulsar 150,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 150';"
customer associated with the bike Pulsar 150,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 150';"
give me the customer who is associated with the bike Pulsar 150,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 150';"
list me the customer associated with bike Pulsar 150,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 150';"
tell me the customer associtaed with the bike Pulsar 150,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 150';"
who is the customer associated with the bike Pulsar 150,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Pulsar 150';"
Which bikes have been purchased from Trio Honda,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Trio Honda';"
Show me the list of bikes bought from Definite Bajaj,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Definite Bajaj';"
Can you give me the details of bikes purchased from Vector Hero,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Vector Hero';"
I need to know which bikes were bought from Honda Bigwing,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Honda Bigwing';"
Give me the information of bikes sold by Sanjay TVS,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Sanjay TVS';"
Show me all the bikes that were purchased from Better TVS,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Better TVS';"
What are the bikes sold by Anand Bajaj dealership,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Anand Bajaj';"
List the bikes purchased from Max Hero showroom,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Max Hero';"
Can you show me which bikes were bought from Surjeet Hero,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Surjeet Hero';"
I want the list of bikes sold by Vector Hero,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Vector Hero';"
Tell me about the bikes bought from Trio Honda dealer,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Trio Honda';"
Give me the details of bikes purchased from Definite Bajaj dealership,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Definite Bajaj';"
Show me the bikes that were bought from Honda Bigwing showroom,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Honda Bigwing';"
Which bikes have been sold by Sanjay TVS dealership,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Sanjay TVS';"
List the bikes bought from Better TVS,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Better TVS';"
Give me the bikes purchased from Anand Bajaj showroom,"SELECT 
    CONCAT(c.first_name, ' ', c.last_name) AS customer_name,p.purchase_date,p.registration_number,b.manufacturer,b.model,p.amount
FROM purchases p
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
WHERE d.dealer_name = 'Anand Bajaj';"
